Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Nurse is ",Nurse,1,School,2,absent,absent,[-10.160621643066406]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Nurse is ",Nurse,1,Bank,0,absent,absent,[-10.534759521484375]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Nurse is ",Nurse,1,Hotel,2,absent,absent,[-10.871219635009766]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Nurse is ",Nurse,1,Restaurant,1,absent,absent,[-0.7034778594970703]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Nurse is ",Nurse,1,Construction Site,0,absent,absent,[-0.6425189971923828]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Nurse is ",Nurse,1,Library,1,absent,absent,[-10.511344909667969]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Office Building, the Nurse is ",Nurse,1,Office Building,2,absent,absent,[-0.7023124694824219]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Pharmacy, the Nurse is ",Nurse,1,Pharmacy,1,absent,absent,[-2.3817291259765625]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Nurse is ",Nurse,1,Courthouse,1,absent,absent,[-2.246476173400879]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Police Station, the Nurse is ",Nurse,1,Police Station,0,absent,absent,[-0.8085250854492188]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the University, the Nurse is ",Nurse,1,University,4,absent,absent,[-10.11503791809082]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Laboratory, the Nurse is ",Nurse,1,Laboratory,1,absent,absent,[-0.8097267150878906]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Nurse is ",Nurse,1,Clinic,12,absent,present,[-1.4148216247558594]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Nurse is ",Nurse,1,Studio,5,absent,absent,[-10.443889617919922]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Factory, the Nurse is ",Nurse,1,Factory,1,absent,absent,[-10.651851654052734]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Agency, the Nurse is ",Nurse,1,Agency,3,absent,absent,[-10.452396392822266]
