Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Pastor is ",Pastor,3,Construction Site,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Pastor is ",Pastor,3,Library,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Office Building, the Pastor is ",Pastor,3,Office Building,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Pharmacy, the Pastor is ",Pastor,3,Pharmacy,6,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Pastor is ",Pastor,3,Courthouse,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Police Station, the Pastor is ",Pastor,3,Police Station,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the University, the Pastor is ",Pastor,3,University,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Laboratory, the Pastor is ",Pastor,3,Laboratory,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Pastor is ",Pastor,3,Clinic,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Pastor is ",Pastor,3,Studio,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Factory, the Pastor is ",Pastor,3,Factory,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Agency, the Pastor is ",Pastor,3,Agency,4,absent,present
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Accountant is ",Accountant,1,Hospital,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Accountant is ",Accountant,1,Park,7,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Accountant is ",Accountant,1,Farm,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Accountant is ",Accountant,1,Church,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Teacher is in the School. The Artist is in the Pharmacy. The Pastor is in the Park. The Architect is in the Pharmacy. The Journalist is in the Pharmacy. The Police Officer is in the Pharmacy. The Writer is in the School. The Pharmacist is in the Bank. The Journalist is in the Laboratory. The Police Officer is in the Bank. The Teacher is in the Farm. The Psychologist is in the Construction Site. The Nurse is in the School. The Journalist is in the Park. The Librarian is in the Church. The Pastor is in the Agency. The Police Officer is in the Park. The Journalist is in the School. The Programmer is in the Park. The Teacher is in the Construction Site. The Police Officer is in the Library. The Engineer is in the Library. The Programmer is in the School. The Teacher is in the Park. The Journalist is in the Agency. The Artist is in the Laboratory. The Builder is in the Bank. The Journalist is in the Bank. The Nurse is in the Park. The Writer is in the Studio. The Builder is in the Park. The Journalist is in the Library. The Journalist is in the Farm. The Journalist is in the Restaurant. The Architect is in the Factory. The Artist is in the School. The Teacher is in the Laboratory. The Builder is in the Agency. The Builder is in the Hotel. The Pharmacist is in the Hospital. The Architect is in the School. The Builder is in the Church. The Builder is in the Courthouse. The Pastor is in the Bank. The Teacher is in the Clinic. The Architect is in the Agency. The Accountant is in the School. The Artist is in the Church. The Teacher is in the Pharmacy. The Nurse is in the Pharmacy. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Accountant is ",Accountant,1,School,8,absent,present
