Trial_Num,Preamble,Stimulus,True_Category,Item,Rank,Category
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, carriage is ",present,absent,carriage,17,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, airplane is ",present,present,airplane,18,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, bike is ",present,absent,bike,19,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, boat is ",present,absent,boat,20,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, jet is ",present,present,jet,21,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, ship is ",present,present,ship,22,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, scooter is ",present,present,scooter,23,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, tractor is ",present,present,tractor,24,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, wagon is ",present,absent,wagon,25,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, subway is ",present,absent,subway,26,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, trailer is ",present,absent,trailer,27,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, cart is ",present,present,cart,28,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, wheelchair is ",present,present,wheelchair,29,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, yacht is ",present,present,yacht,30,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, tank is ",present,absent,tank,31,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, go-cart is ",present,absent,go-cart,32,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, rowboat is ",present,absent,rowboat,33,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, dogsled is ",present,absent,dogsled,34,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, tricycle is ",present,present,tricycle,35,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, canoe is ",present,present,canoe,36,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, raft is ",present,absent,raft,37,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, submarine is ",present,present,submarine,38,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, sled is ",present,present,sled,39,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, horse is ",present,absent,horse,40,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, rocket is ",present,absent,rocket,41,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, blimp is ",present,absent,blimp,42,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, skate is ",present,present,skate,43,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, camel is ",present,present,camel,44,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, feet is ",present,absent,feet,45,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, ski is ",present,present,ski,46,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, skateboard is ",present,absent,skateboard,47,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, wheelbarrow is ",present,present,wheelbarrow,48,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, surfboard is ",present,absent,surfboard,49,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, elevator is ",present,present,elevator,50,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, automobile is ",absent,absent,automobile,1,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, station wagon is ",absent,absent,station wagon,2,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, truck is ",absent,present,truck,3,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, car is ",absent,absent,car,4,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, bus is ",absent,present,bus,5,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, taxi is ",absent,present,taxi,6,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, jeep is ",absent,absent,jeep,7,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, ambulance is ",absent,absent,ambulance,8,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, motorcycle is ",absent,absent,motorcycle,9,vehicle
1,"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: train, wheelbarrow, tractor, ski, trolley, van, jet, tricycle, streetcar, submarine, sled, cart, elevator, bus, camel, truck, wheelchair, minivan, airplane, yacht, ship, canoe, scooter, taxi, skate. According to the list, minivan is present. According to the list, SUV is absent. According to the list, streetcar is ",absent,present,streetcar,10,vehicle
