Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Pastor is ",Pastor,7,Courthouse,3,absent,present,"[-3.3889360427856445, -1.0550594329833984, -1.8591480255126953, -1.0686836242675781, -1.3482112884521484, -0.8825664520263672, -1.5685386657714844, -1.1656856536865234, -1.5069656372070312, -16.345474243164062, -2.180392265319824, -0.9403781890869141, -1.1001920700073242, -1.4363422393798828, -2.660515785217285, -15.870105743408203, -0.5382156372070312, -1.1276569366455078, -0.6847352981567383, -1.7034187316894531, -24.411693572998047, -1.1589679718017578, -2.185731887817383, -2.3269567489624023, -2.463714599609375, -1.6705036163330078, -1.8481903076171875, -2.548542022705078, -1.4141654968261719, -17.141372680664062, -1.2708940505981445, -18.128067016601562, -1.249629020690918, -1.1699256896972656, -1.4563426971435547, -2.5342483520507812, -19.32196807861328, -16.828433990478516, -2.473430633544922, -1.7614192962646484, -1.416245460510254, -2.0760974884033203, -1.3818178176879883, -2.7484779357910156, -1.6262779235839844, -1.8077030181884766, -1.1563224792480469, -2.012213706970215, -3.0951614379882812, -16.72867202758789]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Police Station, the Pastor is ",Pastor,7,Police Station,3,absent,absent,"[-0.5024585723876953, -0.31951141357421875, -0.1703929901123047, -1.4692802429199219, -0.5214519500732422, -0.4323616027832031, -0.6002540588378906, -1.0220279693603516, -0.5140495300292969, -0.6296405792236328, -0.44049644470214844, -1.3531646728515625, -0.32859230041503906, -0.2579078674316406, -1.5949134826660156, -0.3223590850830078, -0.573486328125, -0.4436206817626953, -1.0165233612060547, -1.0822677612304688, -0.3038139343261719, -0.49434852600097656, -0.3653125762939453, -0.42720603942871094, -0.3580188751220703, -0.7988796234130859, -15.956876754760742, -0.7038784027099609, -0.6352119445800781, -0.6282310485839844, -0.33600616455078125, -0.41498374938964844, -0.7431697845458984, -1.3057098388671875, -1.5249557495117188, -1.824371337890625, -0.3493938446044922, -0.24485015869140625, -0.2960853576660156, -0.23958206176757812, -17.251888275146484, -0.8102569580078125, -0.32871437072753906, -0.3775596618652344, -0.22049331665039062, -0.5925235748291016, -0.29343223571777344, -0.4575614929199219, -0.2015094757080078, -0.36013031005859375]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the University, the Pastor is ",Pastor,7,University,0,absent,absent,"[-10.057178497314453, -10.180463790893555, -10.441795349121094, -15.546360969543457, -11.516090393066406, -9.099207878112793, -9.39352035522461, -10.90866470336914, -9.95556640625, -11.094827651977539, -10.761104583740234, -10.877298355102539, -18.052997589111328, -10.61733627319336, -9.742216110229492, -12.713428497314453, -10.673774719238281, -16.340070724487305, -10.965208053588867, -10.441854476928711, -9.457897186279297, -10.914779663085938, -10.610729217529297, -11.026111602783203, -16.086729049682617, -10.528356552124023, -10.115949630737305, -11.170331954956055, -10.542617797851562, -10.332052230834961, -8.908243179321289, -10.766408920288086, -10.393754959106445, -15.231860160827637, -11.859790802001953, -17.10865020751953, -9.216102600097656, -10.712448120117188, -11.90699577331543, -12.907281875610352, -10.022144317626953, -9.394315719604492, -10.431205749511719, -9.42337417602539, -10.198286056518555, -11.713394165039062, -11.516790390014648, -11.939741134643555, -9.956037521362305, -18.815845489501953]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Laboratory, the Pastor is ",Pastor,7,Laboratory,1,absent,absent,"[-16.185483932495117, -0.47054290771484375, -0.5753231048583984, -16.0134334564209, -0.4087543487548828, -0.2908153533935547, -0.3977203369140625, -0.4258232116699219, -0.3601970672607422, -0.2386913299560547, -0.6643428802490234, -0.8374767303466797, -15.116486549377441, -0.5217037200927734, -0.5206871032714844, -1.0048484802246094, -0.5125541687011719, -0.4182701110839844, -1.0609321594238281, -0.39757347106933594, -0.4633140563964844, -0.24582481384277344, -1.0385284423828125, -0.6186084747314453, -0.4547748565673828, -0.6228656768798828, -0.9165573120117188, -0.42545509338378906, -0.3587760925292969, -0.47091102600097656, -0.4506072998046875, -0.5226612091064453, -1.0118675231933594, -0.43668174743652344, -0.3601665496826172, -15.257905006408691, -0.8599472045898438, -0.3960857391357422, -0.9775733947753906, -0.5062503814697266, -15.462174415588379, -0.3538036346435547, -1.5852718353271484, -0.5941085815429688, -0.2706336975097656, -0.8880825042724609, -0.8285598754882812, -0.75018310546875, -0.6300621032714844, -0.7648677825927734]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Pastor is ",Pastor,7,Clinic,0,absent,absent,"[-0.8936347961425781, -0.5447177886962891, -0.9099216461181641, -0.9334506988525391, -0.2715892791748047, -0.9076423645019531, -16.55640983581543, -1.1443595886230469, -0.604095458984375, -0.8002433776855469, -0.9947891235351562, -0.7819557189941406, -1.366668701171875, -0.4094352722167969, -0.6892147064208984, -1.0197162628173828, -0.6699619293212891, -0.8989410400390625, -0.5405559539794922, -0.8794136047363281, -1.1205863952636719, -0.48370933532714844, -0.9788780212402344, -0.9662456512451172, -0.6169528961181641, -0.7488765716552734, -15.909660339355469, -0.6901569366455078, -1.0726089477539062, -0.8951854705810547, -1.210836410522461, -0.8145198822021484, -0.8899974822998047, -17.816543579101562, -0.6454582214355469, -0.7802505493164062, -0.7718009948730469, -17.286373138427734, -0.7197494506835938, -1.2089729309082031, -0.667633056640625, -0.5164680480957031, -0.7655353546142578, -0.7403640747070312, -0.890472412109375, -1.3403491973876953, -0.6857795715332031, -1.0318374633789062, -0.48093414306640625, -1.030609130859375]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Pastor is ",Pastor,7,Studio,2,absent,absent,"[-10.888250350952148, -12.000158309936523, -12.29094123840332, -12.177852630615234, -12.039262771606445, -12.102777481079102, -17.99928855895996, -16.35982894897461, -11.371158599853516, -17.906728744506836, -12.353012084960938, -12.934207916259766, -13.211362838745117, -10.589082717895508, -9.258249282836914, -12.293951034545898, -13.029220581054688, -9.616501808166504, -11.334325790405273, -9.563074111938477, -11.476486206054688, -12.253284454345703, -15.740440368652344, -11.640907287597656, -10.260858535766602, -10.651178359985352, -11.392932891845703, -12.220064163208008, -11.868064880371094, -10.166526794433594, -10.066967010498047, -10.599784851074219, -11.589347839355469, -11.162403106689453, -13.120086669921875, -11.337909698486328, -10.147758483886719, -10.269416809082031, -10.820219039916992, -12.351253509521484, -12.396429061889648, -17.37549591064453, -11.166297912597656, -14.710224151611328, -10.666589736938477, -10.392440795898438, -10.739858627319336, -16.862335205078125, -12.1334228515625, -10.586263656616211]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Factory, the Pastor is ",Pastor,7,Factory,2,absent,absent,"[-8.778432846069336, -10.79574203491211, -9.500955581665039, -11.174516677856445, -10.829587936401367, -11.692024230957031, -8.917139053344727, -11.222352981567383, -10.372167587280273, -11.21998405456543, -11.448455810546875, -9.825300216674805, -10.272306442260742, -10.571773529052734, -9.610733032226562, -11.299549102783203, -10.353715896606445, -10.597875595092773, -9.637258529663086, -9.635862350463867, -11.276813507080078, -12.448226928710938, -10.963438034057617, -21.04922103881836, -11.18964958190918, -11.666189193725586, -9.175342559814453, -12.000459671020508, -11.783498764038086, -11.213367462158203, -9.607023239135742, -10.373218536376953, -10.31442642211914, -11.337947845458984, -10.496101379394531, -11.51141357421875, -9.083660125732422, -11.89339828491211, -9.748466491699219, -11.026281356811523, -10.377609252929688, -10.075250625610352, -10.057212829589844, -8.647676467895508, -11.105592727661133, -8.845865249633789, -10.587966918945312, -9.604564666748047, -10.405679702758789, -10.871131896972656]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Agency, the Pastor is ",Pastor,7,Agency,1,absent,present,"[-11.355438232421875, -10.650762557983398, -17.3916015625, -13.159358978271484, -13.670677185058594, -10.660715103149414, -11.510438919067383, -10.082000732421875, -18.291236877441406, -11.525873184204102, -11.144163131713867, -11.908145904541016, -10.01002311706543, -12.427749633789062, -10.394266128540039, -10.880468368530273, -12.969411849975586, -9.543401718139648, -12.462858200073242, -10.420698165893555, -10.92431640625, -11.565839767456055, -12.50070571899414, -14.885284423828125, -10.995569229125977, -9.917388916015625, -11.229084014892578, -11.298236846923828, -11.141223907470703, -10.958721160888672, -10.064876556396484, -18.004817962646484, -10.120206832885742, -10.984310150146484, -11.331626892089844, -11.52389907836914, -11.620254516601562, -13.002273559570312, -11.814626693725586, -9.979814529418945, -13.031671524047852, -10.605243682861328, -10.488706588745117, -10.012344360351562, -9.78853988647461, -11.775104522705078, -9.868719100952148, -11.326282501220703, -10.806879043579102, -13.622547149658203]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Accountant is ",Accountant,0,Hospital,3,absent,absent,"[-11.659961700439453, -10.43010139465332, -11.76296615600586, -11.786605834960938, -13.962875366210938, -11.50932502746582, -12.246831893920898, -12.471174240112305, -11.78524398803711, -12.565116882324219, -11.007959365844727, -11.546562194824219, -10.800455093383789, -11.598285675048828, -15.186346054077148, -11.596654891967773, -11.640911102294922, -12.474105834960938, -17.51690673828125, -10.598222732543945, -18.742103576660156, -11.538928985595703, -12.06966781616211, -17.54157257080078, -9.908304214477539, -8.13846206665039, -10.607246398925781, -10.691083908081055, -10.376382827758789, -10.468639373779297, -10.958803176879883, -10.573026657104492, -11.038423538208008, -12.944923400878906, -12.467309951782227, -12.25678825378418, -11.642520904541016, -10.29249382019043, -11.782211303710938, -11.54482650756836, -18.963809967041016, -12.155216217041016, -12.482034683227539, -9.462181091308594, -11.905622482299805, -10.433710098266602, -21.95761489868164, -15.82300090789795, -9.410187721252441, -10.975378036499023]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Accountant is ",Accountant,0,Park,11,absent,absent,"[-10.64360237121582, -11.612306594848633, -11.77256965637207, -12.41099739074707, -10.729877471923828, -11.432024002075195, -13.365076065063477, -16.60684585571289, -12.080608367919922, -21.722877502441406, -10.736047744750977, -13.638607025146484, -12.621759414672852, -10.244460105895996, -10.822518348693848, -10.566123962402344, -11.881792068481445, -11.937639236450195, -13.252008438110352, -12.464546203613281, -13.25655746459961, -12.089263916015625, -11.555984497070312, -11.783321380615234, -17.863962173461914, -15.129173278808594, -11.332232475280762, -12.664543151855469, -12.055440902709961, -13.148052215576172, -15.274309158325195, -10.17033863067627, -13.03811264038086, -11.113277435302734, -16.05093002319336, -11.397787094116211, -16.469619750976562, -11.855875015258789, -11.921066284179688, -11.219266891479492, -10.382570266723633, -10.724815368652344, -13.381856918334961, -11.702890396118164, -10.28823184967041, -13.30215072631836, -11.681314468383789, -11.583898544311523, -17.5841064453125, -9.784859657287598]"
