Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Electrician is ",Electrician,5,Clinic,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Electrician is ",Electrician,5,Studio,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Factory, the Electrician is ",Electrician,5,Factory,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Agency, the Electrician is ",Electrician,5,Agency,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Librarian is ",Librarian,1,Hospital,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Librarian is ",Librarian,1,Park,11,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Librarian is ",Librarian,1,Farm,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Librarian is ",Librarian,1,Church,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Librarian is ",Librarian,1,School,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Librarian is ",Librarian,1,Bank,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Librarian is ",Librarian,1,Hotel,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Librarian is ",Librarian,1,Restaurant,7,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Librarian is ",Librarian,1,Construction Site,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Librarian is ",Librarian,1,Library,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Office Building, the Librarian is ",Librarian,1,Office Building,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Police Station. The Electrician is in the Pharmacy. The Journalist is in the Restaurant. The Doctor is in the Park. The Builder is in the Courthouse. The Engineer is in the Restaurant. The Chef is in the Pharmacy. The Journalist is in the Police Station. The Nurse is in the Park. The Pastor is in the Agency. The Lawyer is in the Park. The Teacher is in the Construction Site. The Lawyer is in the Pharmacy. The Electrician is in the Laboratory. The Journalist is in the Park. The Doctor is in the Hotel. The Teacher is in the Park. The Programmer is in the Restaurant. The Architect is in the Farm. The Journalist is in the Pharmacy. The Chef is in the Park. The Psychologist is in the Studio. The Builder is in the Restaurant. The Doctor is in the Farm. The Pastor is in the Park. The Doctor is in the Studio. The Police Officer is in the Factory. The Electrician is in the Library. The Pastor is in the Courthouse. The Chef is in the Restaurant. The Electrician is in the Park. The Pastor is in the Library. The Clerk is in the Restaurant. The Architect is in the School. The Programmer is in the Factory. The Engineer is in the Hospital. The Pastor is in the Hotel. The Engineer is in the Hotel. The Chef is in the Courthouse. The Writer is in the Construction Site. The Pharmacist is in the Hospital. The Artist is in the Park. The Pastor is in the Farm. The Programmer is in the Pharmacy. The Doctor is in the Hospital. The Architect is in the Park. The Pastor is in the Pharmacy. The Doctor is in the Police Station. The Builder is in the Park. The Electrician is in the Restaurant. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Pharmacy, the Librarian is ",Librarian,1,Pharmacy,6,absent,absent
